HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck_of_spaceship,Number_of_cabin,Port_or_Starboard
Earth,True,PSO J318.5-22,0.2158008683920668,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.9049558861277383,S
Earth,False,TRAPPIST-1e,-0.7523468012663062,False,-0.32994610978542604,0.527612371346991,-0.18833131779332077,-0.24442873788361716,-0.26931853686549323,1,F,-0.6927173417133061,P
Mars,False,TRAPPIST-1e,0.7690281081968513,False,0.8259345307525798,-0.2810556690559196,-0.1414995371829524,-0.26913426473608887,-0.2702331032690641,0,D,-0.935203853650013,P
Earth,False,TRAPPIST-1e,1.0456417280992436,False,-0.20920443778018213,-0.2810556690559196,0.22646445332708467,-0.26913426473608887,0.8080406865409978,0,F,2.125210591357618,S
Mars,True,TRAPPIST-1e,0.35410767834326295,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,E,-0.8217827432280049,P
Earth,True,TRAPPIST-1e,-0.8906536112175022,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.6594732231413383,P
Earth,False,TRAPPIST-1e,-0.7523468012663062,False,0.09264974223292767,0.8347951967631996,-0.28366744260728494,-0.2673695842466266,-0.2684039704619223,1,F,1.294107627058421,S
Mars,False,TRAPPIST-1e,-0.8906536112175022,False,1.5592193192722321,-0.24392232349355863,-0.26526924308178307,0.9537893144612601,-0.2702331032690641,0,F,0.7035356383093446,S
Mars,True,TRAPPIST-1e,-0.4065797763883158,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,1.8494799608489432,S
Mars,False,TRAPPIST-1e,0.14664746341646873,False,-0.2607405172946155,-0.08243544860608192,1.345409497196243,-0.26913426473608887,-0.2702331032690641,1,F,2.238631701779626,P
Earth,False,TRAPPIST-1e,-0.8215002062419042,False,-0.3328910286148223,0.12358676763691744,0.20472112661512795,-0.26913426473608887,-0.23822327914408345,0,E,-0.6105848134766796,P
Mars,True,TRAPPIST-1e,-1.5821876609734828,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,1.2158861715949671,P
Earth,False,TRAPPIST-1e,1.8063291828308223,False,-0.3328910286148223,-0.15892273846875232,0.8871270726519239,-0.2682519244913577,-0.2702331032690641,1,F,0.3691389162030796,S
Mars,True,TRAPPIST-1e,0.008340653465272605,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,0.5158041451970555,S
Earth,False,TRAPPIST-1e,-0.2682729664371197,False,-0.3328910286148223,-0.24404569009011134,-0.2886851333869672,0.3008575333602225,0.7495084367124618,0,G,-0.5988515951571616,S
Earth,False,55 Cancri e,-1.0981138261442964,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26560490375716433,0.47148025002691574,1,F,-0.09041213464471166,P
Europa,False,55 Cancri e,2.4978632325868033,False,-0.3328910286148223,0.23399987155157875,-0.2886851333869672,-0.23560533543630585,1.2351431970085964,0,C,-1.1151132012159568,S
Europa,False,TRAPPIST-1e,1.9446359927820185,False,-0.3328910286148223,-0.026920480157369517,-0.2886851333869672,4.575796019082558,-0.056224564833479276,0,D,-0.6888062689401334,P
Europa,True,55 Cancri e,0.2849542733676649,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,B,-1.0584026460049527,P
Mars,False,55 Cancri e,2.6361700425379992,False,-0.3314185692001242,-0.2810556690559196,-0.28032231542083,0.6326174653791282,-0.13213357632986192,0,D,-1.105335519283025,P
Earth,False,TRAPPIST-1e,-0.7523468012663062,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,1.1302573634074866,-0.2702331032690641,0,F,1.6656595405098267,S
Europa,False,55 Cancri e,0.5615678932700571,False,-0.3328910286148223,-0.2193723707795725,-0.2886851333869672,0.9679067583769583,1.0668629787515556,0,F,-0.3946935963975471,S
Europa,False,55 Cancri e,-0.1991195614615216,False,-0.3328910286148223,4.752301470294005,0.05419040322465823,-0.26913426473608887,0.13034698149497928,1,B,-0.5812517676778844,P
Europa,True,TRAPPIST-1e,-1.0289604211686985,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,C,-0.6868507325535471,P
Earth,False,PSO J318.5-22,1.9446359927820185,False,0.07056285101245623,-0.27612100519381183,-0.2886851333869672,-0.25236980008619736,0.15595484079496377,0,G,0.38282767090918396,S
Mars,True,TRAPPIST-1e,-1.9279546858514731,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,1.9042349796733609,S
